kernel,MemLocation,Input,MatrixTemp,FilesavingPower,label,TimePerc,Time,calls,AVG,MIN,MAX
calculate_temp,1024,Global,none,cudaMemAdviseSetReadMostly,001,100.00,3.880453,1,3.880453,3.880453,3.880453
calculate_temp,1024,Global,none,cudaMemAdviseSetPreferredLocationGPU,002,100.00,3.962428,1,3.962428,3.962428,3.962428
calculate_temp,1024,Global,none,cudaMemAdviseSetAccessedByGPU,003,100.00,4.037115,1,4.037115,4.037115,4.037115
calculate_temp,1024,Global,none,cudaMemAdviseSetPreferredLocationGPU,004,100.00,10.65379,1,10.65379,10.65379,10.65379
calculate_temp,1024,Global,none,cudaMemAdviseSetPreferredLocationCPU,005,100.00,3.864605,1,3.864605,3.864605,3.864605
calculate_temp,1024,Global,cudaMemAdviseSetReadMostly,none,010,100.00,40.05928,1,40.05928,40.05928,40.05928
calculate_temp,1024,Global,cudaMemAdviseSetReadMostly,cudaMemAdviseSetReadMostly,011,100.00,40.17151,1,40.17151,40.17151,40.17151
calculate_temp,1024,Global,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationGPU,012,100.00,41.28172,1,41.28172,41.28172,41.28172
calculate_temp,1024,Global,cudaMemAdviseSetReadMostly,cudaMemAdviseSetAccessedByGPU,013,100.00,39.56813,1,39.56813,39.56813,39.56813
calculate_temp,1024,Global,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationGPU,014,100.00,43.52359,1,43.52359,43.52359,43.52359
calculate_temp,1024,Global,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationCPU,015,100.00,41.35016,1,41.35016,41.35016,41.35016
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,none,020,100.00,3.231369,1,3.231369,3.231369,3.231369
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetReadMostly,021,100.00,3.166089,1,3.166089,3.166089,3.166089
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,022,100.00,2.974794,1,2.974794,2.974794,2.974794
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetAccessedByGPU,023,100.00,3.492167,1,3.492167,3.492167,3.492167
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,024,100.00,9.697400,1,9.697400,9.697400,9.697400
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationCPU,025,100.00,3.252232,1,3.252232,3.252232,3.252232
calculate_temp,1024,Global,cudaMemAdviseSetAccessedByGPU,none,030,100.00,4.324832,1,4.324832,4.324832,4.324832
calculate_temp,1024,Global,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetReadMostly,031,100.00,3.981731,1,3.981731,3.981731,3.981731
calculate_temp,1024,Global,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationGPU,032,100.00,4.192993,1,4.192993,4.192993,4.192993
calculate_temp,1024,Global,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetAccessedByGPU,033,100.00,3.667269,1,3.667269,3.667269,3.667269
calculate_temp,1024,Global,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationGPU,034,100.00,11.00958,1,11.00958,11.00958,11.00958
calculate_temp,1024,Global,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationCPU,035,100.00,4.209665,1,4.209665,4.209665,4.209665
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,none,040,100.00,12.13127,1,12.13127,12.13127,12.13127
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetReadMostly,041,100.00,11.89933,1,11.89933,11.89933,11.89933
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,042,100.00,11.77876,1,11.77876,11.77876,11.77876
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetAccessedByGPU,043,100.00,11.13998,1,11.13998,11.13998,11.13998
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,044,100.00,15.60721,1,15.60721,15.60721,15.60721
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationCPU,045,100.00,11.68292,1,11.68292,11.68292,11.68292
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationCPU,none,050,100.00,4.013537,1,4.013537,4.013537,4.013537
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetReadMostly,051,100.00,3.967746,1,3.967746,3.967746,3.967746
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationGPU,052,100.00,3.967202,1,3.967202,3.967202,3.967202
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetAccessedByGPU,053,100.00,4.300576,1,4.300576,4.300576,4.300576
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationGPU,054,100.00,10.73995,1,10.73995,10.73995,10.73995
calculate_temp,1024,Global,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationCPU,055,100.00,3.688165,1,3.688165,3.688165,3.688165
calculate_temp,1024,Host,none,none,100,100.00,3.504613,1,3.504613,3.504613,3.504613
calculate_temp,1024,Host,none,cudaMemAdviseSetReadMostly,101,100.00,3.640132,1,3.640132,3.640132,3.640132
calculate_temp,1024,Host,none,cudaMemAdviseSetPreferredLocationGPU,102,100.00,4.079457,1,4.079457,4.079457,4.079457
calculate_temp,1024,Host,none,cudaMemAdviseSetAccessedByGPU,103,100.00,4.001186,1,4.001186,4.001186,4.001186
calculate_temp,1024,Host,none,cudaMemAdviseSetPreferredLocationGPU,104,100.00,11.46679,1,11.46679,11.46679,11.46679
calculate_temp,1024,Host,none,cudaMemAdviseSetPreferredLocationCPU,105,100.00,3.820419,1,3.820419,3.820419,3.820419
calculate_temp,1024,Host,cudaMemAdviseSetReadMostly,none,110,100.00,39.67271,1,39.67271,39.67271,39.67271
calculate_temp,1024,Host,cudaMemAdviseSetReadMostly,cudaMemAdviseSetReadMostly,111,100.00,40.67085,1,40.67085,40.67085,40.67085
calculate_temp,1024,Host,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationGPU,112,100.00,41.69235,1,41.69235,41.69235,41.69235
calculate_temp,1024,Host,cudaMemAdviseSetReadMostly,cudaMemAdviseSetAccessedByGPU,113,100.00,41.75869,1,41.75869,41.75869,41.75869
calculate_temp,1024,Host,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationGPU,114,100.00,40.08103,1,40.08103,40.08103,40.08103
calculate_temp,1024,Host,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationCPU,115,100.00,40.82336,1,40.82336,40.82336,40.82336
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,none,120,100.00,3.097705,1,3.097705,3.097705,3.097705
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetReadMostly,121,100.00,3.046985,1,3.046985,3.046985,3.046985
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,122,100.00,3.452615,1,3.452615,3.452615,3.452615
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetAccessedByGPU,123,100.00,3.678564,1,3.678564,3.678564,3.678564
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,124,100.00,10.69477,1,10.69477,10.69477,10.69477
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationCPU,125,100.00,3.242152,1,3.242152,3.242152,3.242152
calculate_temp,1024,Host,cudaMemAdviseSetAccessedByGPU,none,130,100.00,4.636638,1,4.636638,4.636638,4.636638
calculate_temp,1024,Host,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetReadMostly,131,100.00,4.011746,1,4.011746,4.011746,4.011746
calculate_temp,1024,Host,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationGPU,132,100.00,4.122242,1,4.122242,4.122242,4.122242
calculate_temp,1024,Host,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetAccessedByGPU,133,100.00,3.504742,1,3.504742,3.504742,3.504742
calculate_temp,1024,Host,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationGPU,134,100.00,10.57374,1,10.57374,10.57374,10.57374
calculate_temp,1024,Host,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationCPU,135,100.00,4.358718,1,4.358718,4.358718,4.358718
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,none,140,100.00,12.04726,1,12.04726,12.04726,12.04726
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetReadMostly,141,100.00,12.32492,1,12.32492,12.32492,12.32492
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,142,100.00,11.96454,1,11.96454,11.96454,11.96454
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetAccessedByGPU,143,100.00,11.19837,1,11.19837,11.19837,11.19837
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,144,100.00,15.48317,1,15.48317,15.48317,15.48317
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationCPU,145,100.00,12.06621,1,12.06621,12.06621,12.06621
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationCPU,none,150,100.00,4.115967,1,4.115967,4.115967,4.115967
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetReadMostly,151,100.00,3.697540,1,3.697540,3.697540,3.697540
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationGPU,152,100.00,3.696388,1,3.696388,3.696388,3.696388
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetAccessedByGPU,153,100.00,4.040865,1,4.040865,4.040865,4.040865
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationGPU,154,100.00,10.31218,1,10.31218,10.31218,10.31218
calculate_temp,1024,Host,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationCPU,155,100.00,4.300031,1,4.300031,4.300031,4.300031
calculate_temp,2048,Global,none,none,000,100.00,17.31833,1,17.31833,17.31833,17.31833
calculate_temp,2048,Global,none,cudaMemAdviseSetReadMostly,001,100.00,13.97177,1,13.97177,13.97177,13.97177
calculate_temp,2048,Global,none,cudaMemAdviseSetPreferredLocationGPU,002,100.00,13.95314,1,13.95314,13.95314,13.95314
calculate_temp,2048,Global,none,cudaMemAdviseSetAccessedByGPU,003,100.00,16.61008,1,16.61008,16.61008,16.61008
calculate_temp,2048,Global,none,cudaMemAdviseSetPreferredLocationGPU,004,100.00,39.26870,1,39.26870,39.26870,39.26870
calculate_temp,2048,Global,none,cudaMemAdviseSetPreferredLocationCPU,005,100.00,14.19548,1,14.19548,14.19548,14.19548
calculate_temp,2048,Global,cudaMemAdviseSetReadMostly,none,010,100.00,159.2630,1,159.2630,159.2630,159.2630
calculate_temp,2048,Global,cudaMemAdviseSetReadMostly,cudaMemAdviseSetReadMostly,011,100.00,158.8502,1,158.8502,158.8502,158.8502
calculate_temp,2048,Global,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationGPU,012,100.00,159.5506,1,159.5506,159.5506,159.5506
calculate_temp,2048,Global,cudaMemAdviseSetReadMostly,cudaMemAdviseSetAccessedByGPU,013,100.00,161.7768,1,161.7768,161.7768,161.7768
calculate_temp,2048,Global,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationGPU,014,100.00,161.1068,1,161.1068,161.1068,161.1068
calculate_temp,2048,Global,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationCPU,015,100.00,160.3006,1,160.3006,160.3006,160.3006
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,none,020,100.00,12.49235,1,12.49235,12.49235,12.49235
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetReadMostly,021,100.00,12.45350,1,12.45350,12.45350,12.45350
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,022,100.00,12.77827,1,12.77827,12.77827,12.77827
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetAccessedByGPU,023,100.00,12.98301,1,12.98301,12.98301,12.98301
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,024,100.00,37.43248,1,37.43248,37.43248,37.43248
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationCPU,025,100.00,12.85379,1,12.85379,12.85379,12.85379
calculate_temp,2048,Global,cudaMemAdviseSetAccessedByGPU,none,030,100.00,16.15789,1,16.15789,16.15789,16.15789
calculate_temp,2048,Global,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetReadMostly,031,100.00,16.15655,1,16.15655,16.15655,16.15655
calculate_temp,2048,Global,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationGPU,032,100.00,16.04551,1,16.04551,16.04551,16.04551
calculate_temp,2048,Global,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetAccessedByGPU,033,100.00,14.28919,1,14.28919,14.28919,14.28919
calculate_temp,2048,Global,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationGPU,034,100.00,37.13600,1,37.13600,37.13600,37.13600
calculate_temp,2048,Global,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationCPU,035,100.00,16.28506,1,16.28506,16.28506,16.28506
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,none,040,100.00,43.75423,1,43.75423,43.75423,43.75423
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetReadMostly,041,100.00,42.96556,1,42.96556,42.96556,42.96556
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,042,100.00,44.53978,1,44.53978,44.53978,44.53978
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetAccessedByGPU,043,100.00,42.57714,1,42.57714,42.57714,42.57714
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,044,100.00,60.00087,1,60.00087,60.00087,60.00087
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationCPU,045,100.00,44.25453,1,44.25453,44.25453,44.25453
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationCPU,none,050,100.00,14.76081,1,14.76081,14.76081,14.76081
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetReadMostly,051,100.00,14.62766,1,14.62766,14.62766,14.62766
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationGPU,052,100.00,14.66330,1,14.66330,14.66330,14.66330
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetAccessedByGPU,053,100.00,16.35737,1,16.35737,16.35737,16.35737
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationGPU,054,100.00,39.95076,1,39.95076,39.95076,39.95076
calculate_temp,2048,Global,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationCPU,055,100.00,14.81532,1,14.81532,14.81532,14.81532
calculate_temp,2048,Host,none,none,100,100.00,14.07268,1,14.07268,14.07268,14.07268
calculate_temp,2048,Host,none,cudaMemAdviseSetReadMostly,101,100.00,15.11914,1,15.11914,15.11914,15.11914
calculate_temp,2048,Host,none,cudaMemAdviseSetPreferredLocationGPU,102,100.00,14.08129,1,14.08129,14.08129,14.08129
calculate_temp,2048,Host,none,cudaMemAdviseSetAccessedByGPU,103,100.00,16.57717,1,16.57717,16.57717,16.57717
calculate_temp,2048,Host,none,cudaMemAdviseSetPreferredLocationGPU,104,100.00,38.09695,1,38.09695,38.09695,38.09695
calculate_temp,2048,Host,none,cudaMemAdviseSetPreferredLocationCPU,105,100.00,14.36353,1,14.36353,14.36353,14.36353
calculate_temp,2048,Host,cudaMemAdviseSetReadMostly,none,110,100.00,160.0844,1,160.0844,160.0844,160.0844
calculate_temp,2048,Host,cudaMemAdviseSetReadMostly,cudaMemAdviseSetReadMostly,111,100.00,163.6929,1,163.6929,163.6929,163.6929
calculate_temp,2048,Host,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationGPU,112,100.00,161.3806,1,161.3806,161.3806,161.3806
calculate_temp,2048,Host,cudaMemAdviseSetReadMostly,cudaMemAdviseSetAccessedByGPU,113,100.00,155.3894,1,155.3894,155.3894,155.3894
calculate_temp,2048,Host,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationGPU,114,100.00,168.8366,1,168.8366,168.8366,168.8366
calculate_temp,2048,Host,cudaMemAdviseSetReadMostly,cudaMemAdviseSetPreferredLocationCPU,115,100.00,161.1880,1,161.1880,161.1880,161.1880
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,none,120,100.00,12.57487,1,12.57487,12.57487,12.57487
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetReadMostly,121,100.00,12.47260,1,12.47260,12.47260,12.47260
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,122,100.00,12.67554,1,12.67554,12.67554,12.67554
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetAccessedByGPU,123,100.00,13.37515,1,13.37515,13.37515,13.37515
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,124,100.00,38.63510,1,38.63510,38.63510,38.63510
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationCPU,125,100.00,11.91657,1,11.91657,11.91657,11.91657
calculate_temp,2048,Host,cudaMemAdviseSetAccessedByGPU,none,130,100.00,16.30691,1,16.30691,16.30691,16.30691
calculate_temp,2048,Host,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetReadMostly,131,100.00,16.04816,1,16.04816,16.04816,16.04816
calculate_temp,2048,Host,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationGPU,132,100.00,16.46767,1,16.46767,16.46767,16.46767
calculate_temp,2048,Host,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetAccessedByGPU,133,100.00,14.14859,1,14.14859,14.14859,14.14859
calculate_temp,2048,Host,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationGPU,134,100.00,37.40688,1,37.40688,37.40688,37.40688
calculate_temp,2048,Host,cudaMemAdviseSetAccessedByGPU,cudaMemAdviseSetPreferredLocationCPU,135,100.00,15.56154,1,15.56154,15.56154,15.56154
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,none,140,100.00,43.10827,1,43.10827,43.10827,43.10827
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetReadMostly,141,100.00,43.56564,1,43.56564,43.56564,43.56564
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,142,100.00,44.91688,1,44.91688,44.91688,44.91688
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetAccessedByGPU,143,100.00,43.86224,1,43.86224,43.86224,43.86224
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationGPU,144,100.00,58.58900,1,58.58900,58.58900,58.58900
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationGPU,cudaMemAdviseSetPreferredLocationCPU,145,100.00,44.02733,1,44.02733,44.02733,44.02733
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationCPU,none,150,100.00,14.78621,1,14.78621,14.78621,14.78621
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetReadMostly,151,100.00,14.57096,1,14.57096,14.57096,14.57096
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationGPU,152,100.00,15.21763,1,15.21763,15.21763,15.21763
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetAccessedByGPU,153,100.00,15.93228,1,15.93228,15.93228,15.93228
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationGPU,154,100.00,39.02865,1,39.02865,39.02865,39.02865
calculate_temp,2048,Host,cudaMemAdviseSetPreferredLocationCPU,cudaMemAdviseSetPreferredLocationCPU,155,100.00,14.74820,1,14.74820,14.74820,14.74820
